Quotazioni Immobiliari : Valori di Mercato - Semestre 2013/1 - elaborazione del 07-APR-23
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;1;Ville e Villini;OTTIMO;P;4000;6200;L;10,5;14,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;9;Magazzini;NORMALE;P;800;1100;L;4,2;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;5;Negozi;OTTIMO;P;6000;8700;L;26,5;38;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;5;Negozi;NORMALE; ;2100;3000;L;10,8;14,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;6;Uffici;OTTIMO;P;3000;3700;L;10;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;18;Uffici strutturati;OTTIMO;P;3400;4800;L;15,5;23;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;8;Capannoni industriali;NORMALE;P;900;1100;L;5;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;7;Capannoni tipici;NORMALE;P;900;1200;L;5;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;10;Laboratori;NORMALE;P;1200;1700;L;7;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;20;Abitazioni civili;SCADENTE; ;1550;1750;L;5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;20;Abitazioni civili;OTTIMO; ;2400;3100;L;8,2;10,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;20;Abitazioni civili;NORMALE;P;1750;2400;L;6;7,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;21;Abitazioni di tipo economico;OTTIMO; ;1700;2450;L;5,9;7,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;21;Abitazioni di tipo economico;NORMALE;P;1600;1700;L;4,5;5,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;21;Abitazioni di tipo economico;SCADENTE; ;1350;1600;L;4;4,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;13;Box;NORMALE;P;1450;2000;L;5,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;9;Magazzini;NORMALE;P;550;750;L;3;4,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;5;Negozi;NORMALE;P;1350;1800;L;5,4;7,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;6;Uffici;OTTIMO;P;1500;2000;L;5,3;7,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;18;Uffici strutturati;OTTIMO;P;2100;2700;L;11;15,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;8;Capannoni industriali;OTTIMO;P;800;950;L;4,5;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;7;Capannoni tipici;OTTIMO;P;850;1000;L;4,5;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D01;MI00000308;10;Laboratori;NORMALE;P;850;1100;L;5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;20;Abitazioni civili;SCADENTE; ;1500;1800;L;5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;20;Abitazioni civili;OTTIMO; ;2450;3400;L;8,5;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;20;Abitazioni civili;NORMALE;P;1800;2300;L;6;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;21;Abitazioni di tipo economico;OTTIMO; ;1900;2300;L;5,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;21;Abitazioni di tipo economico;NORMALE;P;1400;1900;L;4,5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;21;Abitazioni di tipo economico;SCADENTE; ;1300;1400;L;4,5;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;13;Box;NORMALE;P;1250;1850;L;5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;9;Magazzini;NORMALE;P;450;750;L;2,6;3,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;5;Negozi;NORMALE;P;1600;2200;L;6;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;6;Uffici;OTTIMO;P;1600;2100;L;5,9;6,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;18;Uffici strutturati;OTTIMO;P;2000;2700;L;10,7;14,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;8;Capannoni industriali;OTTIMO;P;800;950;L;4,5;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;7;Capannoni tipici;OTTIMO;P;850;1000;L;4,8;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D02;MI00000309;10;Laboratori;NORMALE;P;850;1150;L;4,6;6,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;20;Abitazioni civili;SCADENTE; ;1400;1600;L;5,5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;20;Abitazioni civili;OTTIMO; ;2250;3200;L;9;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;20;Abitazioni civili;NORMALE;P;1700;2100;L;6,5;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;21;Abitazioni di tipo economico;OTTIMO; ;1600;2300;L;6,5;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;21;Abitazioni di tipo economico;NORMALE;P;1250;1450;L;5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;21;Abitazioni di tipo economico;SCADENTE; ;1200;1250;L;4,5;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;13;Box;NORMALE;P;1200;1500;L;5,5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;9;Magazzini;NORMALE;P;450;600;L;2,5;3,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;5;Negozi;NORMALE;P;1300;1800;L;3,8;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;6;Uffici;OTTIMO;P;1350;1800;L;5,3;7,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;18;Uffici strutturati;OTTIMO;P;1750;2200;L;9,7;12,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;8;Capannoni industriali;OTTIMO;P;800;950;L;4,5;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;7;Capannoni tipici;OTTIMO;P;850;1000;L;5;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D03;MI00000310;10;Laboratori;OTTIMO;P;800;1000;L;4,5;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;20;Abitazioni civili;NORMALE;P;1750;2400;L;6;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;20;Abitazioni civili;SCADENTE; ;1450;1750;L;4,5;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;20;Abitazioni civili;OTTIMO; ;2500;3500;L;7,6;10,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;21;Abitazioni di tipo economico;SCADENTE; ;1150;1450;L;3,5;4,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;21;Abitazioni di tipo economico;OTTIMO; ;1750;2500;L;5,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;21;Abitazioni di tipo economico;NORMALE;P;1450;1700;L;4,5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;13;Box;NORMALE;P;1250;1650;L;5,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;1;Ville e Villini;SCADENTE; ;1450;1850;L;4,5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;1;Ville e Villini;NORMALE;P;1900;2550;L;6;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;1;Ville e Villini;OTTIMO; ;2600;3600;L;8;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;9;Magazzini;NORMALE;P;450;650;L;2,5;3,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;5;Negozi;NORMALE;P;1600;1900;L;6,5;8,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;6;Uffici;OTTIMO;P;1650;2050;L;5,3;6,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;18;Uffici strutturati;OTTIMO;P;1850;2450;L;10,2;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;8;Capannoni industriali;OTTIMO;P;800;950;L;4,4;5,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;7;Capannoni tipici;OTTIMO;P;850;1000;L;4,7;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D04;MI00000311;10;Laboratori;NORMALE;P;750;950;L;4,4;5,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;20;Abitazioni civili;SCADENTE; ;1700;1850;L;5,5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;20;Abitazioni civili;OTTIMO; ;2650;3400;L;8,5;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;20;Abitazioni civili;NORMALE;P;2000;2500;L;5,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;21;Abitazioni di tipo economico;OTTIMO; ;2250;2750;L;6,5;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;21;Abitazioni di tipo economico;NORMALE;P;1650;2250;L;5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;21;Abitazioni di tipo economico;SCADENTE; ;1400;1550;L;4,5;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;13;Box;NORMALE;P;1400;2000;L;5;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;9;Magazzini;NORMALE;P;450;650;L;2,5;3,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;5;Negozi;NORMALE;P;1500;2200;L;6,2;9,1;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;6;Uffici;OTTIMO;P;1800;2200;L;6,3;7,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;18;Uffici strutturati;OTTIMO;P;2000;2500;L;10,8;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;8;Capannoni industriali;OTTIMO;P;800;1000;L;4,6;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;7;Capannoni tipici;OTTIMO;P;850;1150;L;4,4;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D05;MI00000312;10;Laboratori;NORMALE;P;850;1150;L;5;6,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;20;Abitazioni civili;SCADENTE; ;1750;1850;L;5,5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;20;Abitazioni civili;OTTIMO; ;2550;3600;L;8;11,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;20;Abitazioni civili;NORMALE;P;1850;2550;L;6;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;21;Abitazioni di tipo economico;OTTIMO; ;2150;2650;L;6;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;21;Abitazioni di tipo economico;NORMALE;P;1550;2100;L;4,5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;21;Abitazioni di tipo economico;SCADENTE; ;1400;1450;L;4;4,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;13;Box;NORMALE;P;1350;1850;L;4,5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;9;Magazzini;NORMALE;P;600;800;L;3,2;4,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;5;Negozi;NORMALE;P;1400;1850;L;7,8;10,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;6;Uffici;OTTIMO;P;1650;2050;L;7,8;9,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;18;Uffici strutturati;OTTIMO;P;2250;3200;L;11,8;16,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;8;Capannoni industriali;OTTIMO;P;800;1100;L;4,3;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;7;Capannoni tipici;OTTIMO;P;850;1150;L;4,4;5,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D06;MI00000313;10;Laboratori;NORMALE;P;850;1150;L;4,8;6,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;20;Abitazioni civili;SCADENTE; ;1650;1700;L;5,5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;20;Abitazioni civili;OTTIMO; ;2300;3400;L;8;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;20;Abitazioni civili;NORMALE;P;1700;2300;L;6,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;21;Abitazioni di tipo economico;OTTIMO; ;1900;2400;L;5,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;21;Abitazioni di tipo economico;NORMALE;P;1550;1900;L;5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;21;Abitazioni di tipo economico;SCADENTE; ;1350;1600;L;4;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;13;Box;NORMALE;P;1500;2100;L;5,5;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;9;Magazzini;NORMALE;P;750;900;L;4,4;5,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;5;Negozi;NORMALE;P;1600;2400;L;7,5;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;6;Uffici;OTTIMO;P;1750;2350;L;7,2;9,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;18;Uffici strutturati;OTTIMO;P;2150;2800;L;11,2;14,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;8;Capannoni industriali;OTTIMO;P;800;1050;L;4,6;6,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;7;Capannoni tipici;OTTIMO;P;700;1100;L;4,2;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D07;MI00000314;10;Laboratori;NORMALE;P;1000;1300;L;5,4;7,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;20;Abitazioni civili;NORMALE; ;2000;2300;L;5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;20;Abitazioni civili;SCADENTE; ;1750;1850;L;4,5;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;20;Abitazioni civili;OTTIMO;P;2500;3500;L;7;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;21;Abitazioni di tipo economico;SCADENTE; ;1350;1550;L;3,5;4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;21;Abitazioni di tipo economico;OTTIMO; ;2000;2800;L;5;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;21;Abitazioni di tipo economico;NORMALE;P;1750;2000;L;4;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;13;Box;NORMALE;P;1450;2200;L;5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;1;Ville e Villini;SCADENTE; ;1550;1850;L;5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;1;Ville e Villini;NORMALE;P;1900;2300;L;6;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;1;Ville e Villini;OTTIMO; ;2450;3600;L;8;11,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;9;Magazzini;NORMALE;P;550;750;L;3,2;4,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;5;Negozi;NORMALE;P;1650;2350;L;6;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;6;Uffici;OTTIMO;P;1750;2450;L;6,5;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;18;Uffici strutturati;OTTIMO;P;2250;3100;L;11,5;16;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;8;Capannoni industriali;OTTIMO;P;850;1100;L;5;6,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;7;Capannoni tipici;OTTIMO;P;850;1150;L;4,8;6,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D08;MI00000315;10;Laboratori;NORMALE;P;800;1150;L;4,8;6,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;20;Abitazioni civili;SCADENTE; ;1700;2000;L;5,5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;20;Abitazioni civili;OTTIMO; ;2850;3600;L;9;11,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;20;Abitazioni civili;NORMALE;P;2050;2750;L;7;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;21;Abitazioni di tipo economico;OTTIMO; ;2250;3000;L;7;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;21;Abitazioni di tipo economico;NORMALE;P;1600;2250;L;5,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;21;Abitazioni di tipo economico;SCADENTE; ;1400;1600;L;4,5;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;13;Box;NORMALE;P;1750;2550;L;6,5;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;9;Magazzini;NORMALE;P;600;850;L;3,5;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;5;Negozi;NORMALE;P;1900;2500;L;8,5;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;6;Uffici;OTTIMO;P;2000;2500;L;8,5;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;18;Uffici strutturati;OTTIMO;P;2200;3200;L;11,5;16,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;8;Capannoni industriali;OTTIMO;P;900;1000;L;5,2;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;7;Capannoni tipici;OTTIMO;P;900;1050;L;5,2;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D09;MI00000316;10;Laboratori;NORMALE;P;900;1350;L;5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;20;Abitazioni civili;NORMALE;P;2000;2600;L;7,2;8,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;20;Abitazioni civili;SCADENTE; ;1500;2000;L;6,2;6,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;20;Abitazioni civili;OTTIMO; ;2600;3700;L;8,2;11,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;21;Abitazioni di tipo economico;SCADENTE; ;1300;1450;L;4,5;4,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;21;Abitazioni di tipo economico;OTTIMO; ;2000;2600;L;6;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;21;Abitazioni di tipo economico;NORMALE;P;1450;1900;L;4,5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;13;Box;NORMALE;P;1600;2050;L;5,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;1;Ville e Villini;SCADENTE; ;1800;2000;L;6;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;1;Ville e Villini;NORMALE;P;2050;2500;L;6,5;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;1;Ville e Villini;OTTIMO; ;2650;3700;L;8,5;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;9;Magazzini;NORMALE;P;500;700;L;3;4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;5;Negozi;NORMALE;P;1700;2400;L;7;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;6;Uffici;OTTIMO;P;1700;2300;L;7,6;9,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;18;Uffici strutturati;OTTIMO;P;2200;3000;L;11,8;16,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;8;Capannoni industriali;OTTIMO;P;850;950;L;5;5,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;7;Capannoni tipici;OTTIMO;P;750;1000;L;5;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;10;Laboratori;NORMALE;P;850;1000;L;4,7;6,2;L;
